,Filename,Season,Participant,X offset,X scale,Y offset,Y scale,Segment,Length,NaNs,X_mean,Y_mean,X_std,Y_std,Missing fixations,Mean speed,Median speed,Saccades,Median peak speed,Median saccade distance,Median saccade duration,Median fixation duration,Weibull fixation k,Weibull fixation lambda,Poisson discovery rate,Poisson discovery fit
0,data_Task6_P033_trial_0.txt,Ruj,33,94.51162790697674,0.9923076923076924,20.51162790697674,1.012558869701727,1,60.0,0.011866666666666602,889.4599222958598,390.75336409643523,519.9072639571582,237.55432151620113,0,1331.1748019347,710.4845645498373,116,13483.000349309925,284.4331330564891,0.0415,0.422,1.847920737836925,0.4879903269951724,0.0072167030726598405,0.9963784941586309
0,data_Task6_P033_trial_0.txt,Ruj,33,94.51162790697674,0.9923076923076924,20.51162790697674,1.012558869701727,2,60.0,0.014599999999999919,923.4795579303992,411.95720398508973,423.4909321630157,252.22771706996065,0,1138.4232770001288,680.4253725965424,108,10838.431387873365,159.4404850384255,0.031,0.459,1.8607173448585572,0.523377616050533,0.004143619190628262,0.9846988527985248
0,data_Task6_P033_trial_0.txt,Ruj,33,94.51162790697674,0.9923076923076924,20.51162790697674,1.012558869701727,3,60.0,0.10618333333332652,1035.7001516688015,386.2723240749949,497.6076860932595,238.48014236143106,8,969.7946899343405,613.7533217133468,115,8921.696233821978,121.61880930587394,0.026,0.4275,1.9539801874109568,0.48069472125958723,0.0042457100531155005,0.986682828261667
0,data_Task6_P034_trial_0.txt,Ruj,34,17.116279069767472,1.0445344129554657,85.81395348837209,0.9541420118343196,1,60.0,0.028616666666667852,887.3816968732976,450.05594489121495,415.32489943155736,198.88079959667567,1,1123.0636653188901,660.7546850989916,102,11972.153032610851,217.474435198143,0.037,0.368,1.1939569332937585,0.4985936573836798,0.005181149472571841,0.9706870777548804
0,data_Task6_P034_trial_0.txt,Ruj,34,17.116279069767472,1.0445344129554657,85.81395348837209,0.9541420118343196,2,60.0,0.02803333333333446,753.1025353384966,495.6278007150552,337.64877297896885,171.49159451396045,0,1063.4767620364664,680.3640225709162,118,9991.282502776501,148.56724339104818,0.029,0.394,1.7853204634529534,0.46167089553012247,0.004551839351301372,0.9960120437449258
0,data_Task6_P034_trial_0.txt,Ruj,34,17.116279069767472,1.0445344129554657,85.81395348837209,0.9541420118343196,3,60.0,0.027483333333334407,641.7181416496857,538.7104717812091,332.6277294467211,121.07419058232638,0,1049.5725282985234,697.1363897305185,111,8089.634596611056,97.33876849555088,0.023,0.3455,1.4320030045431666,0.46694657207108387,0.0035563712899078503,0.9969520109794433
0,data_Task6_P035_trial_0.txt,Ruj,35,36.465116279069775,0.9923076923076924,20.51162790697674,0.9728506787330315,1,60.0,0.08029999999999604,1146.4274187653166,480.8029502045964,416.3694374710921,221.13489638445583,0,1883.7882727969072,1019.1815512133777,146,18096.283288453556,295.3884624588114,0.036,0.346,1.9129075116204803,0.3647247179182412,0.009829706245594386,0.9987285251408178
0,data_Task6_P035_trial_0.txt,Ruj,35,36.465116279069775,0.9923076923076924,20.51162790697674,0.9728506787330315,2,60.0,0.0900333333333283,997.8143551327606,519.5428645969993,429.4625589812594,205.16924399539917,2,1547.6575862099687,960.9808765884485,97,19032.57531631373,305.3709632939425,0.037,0.4035,1.2316529960364533,0.5291017413133509,0.005297901469681578,0.9772766975310504
0,data_Task6_P035_trial_0.txt,Ruj,35,36.465116279069775,0.9923076923076924,20.51162790697674,0.9728506787330315,3,60.0,0.0913166666666615,994.0181923549574,494.9530090153314,394.2602463177165,213.01506274940346,0,1826.3976099857462,1007.2600297577594,138,18413.201291832644,328.3022549009695,0.038,0.314,1.5990486044041574,0.3524411552912896,0.0076522698641941595,0.9566788540980121
0,data_Task6_P036_trial_0.txt,Ruj,36,36.465116279069775,1.0229976209357654,-33.90697674418604,1.055646481178396,1,60.0,0.00828333333333329,940.016490828477,401.49423327429645,369.742253159943,178.72934162137622,0,1350.1691793874638,628.1242316714017,159,10863.411157002389,191.6660463503757,0.039,0.3245,2.4456467697028286,0.31483489703616313,0.006847468051096892,0.9875490479944843
0,data_Task6_P036_trial_0.txt,Ruj,36,36.465116279069775,1.0229976209357654,-33.90697674418604,1.055646481178396,2,60.0,0.009249999999999951,781.4882571798654,315.0878427830592,298.42670526037534,162.80412280580907,0,1566.8663297570693,912.4190971684695,154,11255.86131416419,179.06013964397658,0.039,0.324,1.770152528518486,0.339587489695917,0.00518425317338659,0.9905378342606276
0,data_Task6_P036_trial_0.txt,Ruj,36,36.465116279069775,1.0229976209357654,-33.90697674418604,1.055646481178396,3,60.0,0.0045833333333333125,962.4525806058633,396.11551158850676,267.0867918991673,90.14091440386568,0,1301.9847850726621,849.8878807610623,142,8574.808787898672,119.37698443784628,0.027,0.363,1.869195763691919,0.36994182387586233,0.0041940320364277734,0.9905943385221743
0,data_Task6_P037_trial_0.txt,Ruj,37,75.16279069767444,0.9923076923076924,-33.90697674418604,1.055646481178396,1,60.0,0.08584999999999543,1077.9545981344588,445.7406290783931,361.96388698500715,176.39111315826835,1,1546.8265184968725,661.0806429354606,163,15769.375631467632,296.1327157809417,0.039,0.285,1.7222051870879689,0.2981457463916263,0.009811183054174529,0.9958047455064495
0,data_Task6_P037_trial_0.txt,Ruj,37,75.16279069767444,0.9923076923076924,-33.90697674418604,1.055646481178396,2,60.0,0.10743333333332639,1169.1376289065531,516.6527797294341,327.2073622021827,141.14924737684794,1,1275.5222472453922,649.2471411938693,122,14623.95366999809,279.1797705837165,0.0345,0.316,1.4293181191903848,0.407168103761918,0.008656882734821804,0.9932264366482015
0,data_Task6_P037_trial_0.txt,Ruj,37,75.16279069767444,0.9923076923076924,-33.90697674418604,1.055646481178396,3,60.0,0.14264999999998917,1109.3326987003784,458.2574654114891,336.8860364809993,150.46885920846887,0,1245.9033543754654,633.9942795229126,144,11980.177762165302,207.48920696675157,0.028,0.324,1.435097952819084,0.3484388443837401,0.008060376993805653,0.9965541475888943
